ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
repl_five-masb1237,masb1237,repl_five,no,repl_five-no,
colex-masb1238,masb1238,colex,lexically distinct,colex-lexicallydistinct,
dist-masb1238,masb1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-masb1238,masb1238,repl_hand,yes,repl_hand-yes,
repl_five-masb1238,masb1238,repl_five,no,repl_five-no,
hand_replacement-masb1238,masb1238,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-poro1253,poro1253,colex,unknown,colex-unknown,
repl_hand-poro1253,poro1253,repl_hand,unknown,repl_hand-unknown,
repl_five-poro1253,poro1253,repl_five,no,repl_five-no,
colex-romb1245,romb1245,colex,lexically distinct,colex-lexicallydistinct,
dist-romb1245,romb1245,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-romb1245,romb1245,repl_hand,yes,repl_hand-yes,
repl_five-romb1245,romb1245,repl_five,no,repl_five-no,
hand_replacement-romb1245,romb1245,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-bayb1234,bayb1234,colex,unknown,colex-unknown,
repl_hand-bayb1234,bayb1234,repl_hand,unknown,repl_hand-unknown,
repl_five-bayb1234,bayb1234,repl_five,unknown,repl_five-unknown,
colex-kina1252,kina1252,colex,unknown,colex-unknown,
repl_hand-kina1252,kina1252,repl_hand,unknown,repl_hand-unknown,
repl_five-kina1252,kina1252,repl_five,unknown,repl_five-unknown,
colex-wara1300,wara1300,colex,lexically distinct,colex-lexicallydistinct,
dist-wara1300,wara1300,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-wara1300,wara1300,repl_hand,yes,repl_hand-yes,
repl_five-wara1300,wara1300,repl_five,no,repl_five-no,
hand_replacement-wara1300,wara1300,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-wara1299,wara1299,colex,unknown,colex-unknown,
repl_hand-wara1299,wara1299,repl_hand,unknown,repl_hand-unknown,
repl_five-wara1299,wara1299,repl_five,no,repl_five-no,
colex-akla1240,akla1240,colex,partial colexification,colex-partialcolexification,
repl_hand-akla1240,akla1240,repl_hand,no,repl_hand-no,
repl_five-akla1240,akla1240,repl_five,no,repl_five-no,
colex-inon1237,inon1237,colex,full colexification,colex-fullcolexification,
repl_hand-inon1237,inon1237,repl_hand,no,repl_hand-no,
repl_five-inon1237,inon1237,repl_five,no,repl_five-no,
colex-kina1250,kina1250,colex,full colexification,colex-fullcolexification,
repl_hand-kina1250,kina1250,repl_hand,no,repl_hand-no,
repl_five-kina1250,kina1250,repl_five,no,repl_five-no,
colex-sulo1237,sulo1237,colex,unknown,colex-unknown,
repl_hand-sulo1237,sulo1237,repl_hand,unknown,repl_hand-unknown,
repl_five-sulo1237,sulo1237,repl_five,no,repl_five-no,
colex-cuyo1237,cuyo1237,colex,full colexification,colex-fullcolexification,
repl_hand-cuyo1237,cuyo1237,repl_hand,no,repl_hand-no,
repl_five-cuyo1237,cuyo1237,repl_five,no,repl_five-no,
colex-calu1238,calu1238,colex,full colexification,colex-fullcolexification,
repl_hand-calu1238,calu1238,repl_hand,no,repl_hand-no,
repl_five-calu1238,calu1238,repl_five,no,repl_five-no,
colex-rata1245,rata1245,colex,partial colexification,colex-partialcolexification,
repl_hand-rata1245,rata1245,repl_hand,no,repl_hand-no,
repl_five-rata1245,rata1245,repl_five,no,repl_five-no,
colex-karo1299,karo1299,colex,unknown,colex-unknown,
repl_hand-karo1299,karo1299,repl_hand,unknown,repl_hand-unknown,
repl_five-karo1299,karo1299,repl_five,unknown,repl_five-unknown,
colex-maga1264,maga1264,colex,unknown,colex-unknown,
repl_hand-maga1264,maga1264,repl_hand,unknown,repl_hand-unknown,
repl_five-maga1264,maga1264,repl_five,unknown,repl_five-unknown,
colex-ataa1240,ataa1240,colex,unknown,colex-unknown,
repl_hand-ataa1240,ataa1240,repl_hand,unknown,repl_hand-unknown,
repl_five-ataa1240,ataa1240,repl_five,unknown,repl_five-unknown,
colex-butu1244,butu1244,colex,partial colexification,colex-partialcolexification,
repl_hand-butu1244,butu1244,repl_hand,no,repl_hand-no,
repl_five-butu1244,butu1244,repl_five,no,repl_five-no,
colex-taus1251,taus1251,colex,full colexification,colex-fullcolexification,
repl_hand-taus1251,taus1251,repl_hand,no,repl_hand-no,
repl_five-taus1251,taus1251,repl_five,no,repl_five-no,
colex-suri1273,suri1273,colex,partial colexification,colex-partialcolexification,
repl_hand-suri1273,suri1273,repl_hand,no,repl_hand-no,
repl_five-suri1273,suri1273,repl_five,no,repl_five-no,
colex-tand1258,tand1258,colex,full colexification,colex-fullcolexification,
repl_hand-tand1258,tand1258,repl_hand,no,repl_hand-no,
repl_five-tand1258,tand1258,repl_five,no,repl_five-no,
colex-cebu1242,cebu1242,colex,lexically distinct,colex-lexicallydistinct,
dist-cebu1242,cebu1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cebu1242,cebu1242,repl_hand,yes,repl_hand-yes,
repl_five-cebu1242,cebu1242,repl_five,no,repl_five-no,
hand_replacement-cebu1242,cebu1242,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-mama1275,mama1275,colex,partial colexification,colex-partialcolexification,
repl_hand-mama1275,mama1275,repl_hand,no,repl_hand-no,
repl_five-mama1275,mama1275,repl_five,no,repl_five-no,
colex-dava1245,dava1245,colex,unknown,colex-unknown,
repl_hand-dava1245,dava1245,repl_hand,unknown,repl_hand-unknown,
repl_five-dava1245,dava1245,repl_five,no,repl_five-no,
colex-kara1489,kara1489,colex,unknown,colex-unknown,
repl_hand-kara1489,kara1489,repl_hand,unknown,repl_hand-unknown,
repl_five-kara1489,kara1489,repl_five,unknown,repl_five-unknown,
colex-mans1262,mans1262,colex,lexically distinct,colex-lexicallydistinct,
dist-mans1262,mans1262,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mans1262,mans1262,repl_hand,yes,repl_hand-yes,
repl_five-mans1262,mans1262,repl_five,no,repl_five-no,
hand_replacement-mans1262,mans1262,hand_replacement,unclear,hand_replacement-unclear,
colex-kama1363,kama1363,colex,partial colexification,colex-partialcolexification,
repl_hand-kama1363,kama1363,repl_hand,no,repl_hand-no,
repl_five-kama1363,kama1363,repl_five,no,repl_five-no,
colex-kaga1255,kaga1255,colex,unknown,colex-unknown,
repl_hand-kaga1255,kaga1255,repl_hand,unknown,repl_hand-unknown,
repl_five-kaga1255,kaga1255,repl_five,no,repl_five-no,
colex-kala1388,kala1388,colex,lexically distinct,colex-lexicallydistinct,
dist-kala1388,kala1388,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kala1388,kala1388,repl_hand,yes,repl_hand-yes,
repl_five-kala1388,kala1388,repl_five,no,repl_five-no,
hand_replacement-kala1388,kala1388,hand_replacement,unclear,hand_replacement-unclear,
colex-taga1268,taga1268,colex,unknown,colex-unknown,
repl_hand-taga1268,taga1268,repl_hand,unknown,repl_hand-unknown,
repl_five-taga1268,taga1268,repl_five,no,repl_five-no,
colex-umir1236,umir1236,colex,lexically distinct,colex-lexicallydistinct,
dist-umir1236,umir1236,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-umir1236,umir1236,repl_hand,yes,repl_hand-yes,
repl_five-umir1236,umir1236,repl_five,no,repl_five-no,
hand_replacement-umir1236,umir1236,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-east2482,east2482,colex,unknown,colex-unknown,
repl_hand-east2482,east2482,repl_hand,unknown,repl_hand-unknown,
repl_five-east2482,east2482,repl_five,no,repl_five-no,
colex-west2559,west2559,colex,unknown,colex-unknown,
repl_hand-west2559,west2559,repl_hand,unknown,repl_hand-unknown,
repl_five-west2559,west2559,repl_five,no,repl_five-no,
colex-buhi1245,buhi1245,colex,lexically distinct,colex-lexicallydistinct,
dist-buhi1245,buhi1245,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-buhi1245,buhi1245,repl_hand,yes,repl_hand-yes,
repl_five-buhi1245,buhi1245,repl_five,no,repl_five-no,
hand_replacement-buhi1245,buhi1245,hand_replacement,"PPH *dalukap ‘palm of the hand, sole of the foot’",hand_replacement-partofthearm,
colex-hanu1241,hanu1241,colex,lexically distinct,colex-lexicallydistinct,
dist-hanu1241,hanu1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-hanu1241,hanu1241,repl_hand,yes,repl_hand-yes,
repl_five-hanu1241,hanu1241,repl_five,no,repl_five-no,
hand_replacement-hanu1241,hanu1241,hand_replacement,"PPH *dalukap ‘palm of the hand, sole of the foot’",hand_replacement-partofthearm,
colex-kaga1256,kaga1256,colex,lexically distinct,colex-lexicallydistinct,
dist-kaga1256,kaga1256,dist,phonological change,dist-phonologicalchange,
repl_hand-kaga1256,kaga1256,repl_hand,no,repl_hand-no,
repl_five-kaga1256,kaga1256,repl_five,no,repl_five-no,
colex-higa1237,higa1237,colex,unknown,colex-unknown,
repl_hand-higa1237,higa1237,repl_hand,unknown,repl_hand-unknown,
repl_five-higa1237,higa1237,repl_five,no,repl_five-no,
colex-binu1244,binu1244,colex,partial colexification,colex-partialcolexification,
repl_hand-binu1244,binu1244,repl_hand,no,repl_hand-no,
repl_five-binu1244,binu1244,repl_five,no,repl_five-no,
colex-cina1236,cina1236,colex,unknown,colex-unknown,
repl_hand-cina1236,cina1236,repl_hand,unknown,repl_hand-unknown,
repl_five-cina1236,cina1236,repl_five,no,repl_five-no,
colex-atam1240,atam1240,colex,lexically distinct,colex-lexicallydistinct,
dist-atam1240,atam1240,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-atam1240,atam1240,repl_hand,yes,repl_hand-yes,
repl_five-atam1240,atam1240,repl_five,no,repl_five-no,
hand_replacement-atam1240,atam1240,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-mati1250,mati1250,colex,lexically distinct,colex-lexicallydistinct,
dist-mati1250,mati1250,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mati1250,mati1250,repl_hand,yes,repl_hand-yes,
repl_five-mati1250,mati1250,repl_five,no,repl_five-no,
hand_replacement-mati1250,mati1250,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-agus1235,agus1235,colex,unknown,colex-unknown,
repl_hand-agus1235,agus1235,repl_hand,unknown,repl_hand-unknown,
repl_five-agus1235,agus1235,repl_five,no,repl_five-no,
colex-diba1242,diba1242,colex,lexically distinct,colex-lexicallydistinct,
dist-diba1242,diba1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-diba1242,diba1242,repl_hand,yes,repl_hand-yes,
repl_five-diba1242,diba1242,repl_five,no,repl_five-no,
hand_replacement-diba1242,diba1242,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-raja1254,raja1254,colex,unknown,colex-unknown,
repl_hand-raja1254,raja1254,repl_hand,unknown,repl_hand-unknown,
repl_five-raja1254,raja1254,repl_five,no,repl_five-no,
colex-obom1235,obom1235,colex,unknown,colex-unknown,
repl_hand-obom1235,obom1235,repl_hand,unknown,repl_hand-unknown,
repl_five-obom1235,obom1235,repl_five,no,repl_five-no,
colex-ilia1236,ilia1236,colex,lexically distinct,colex-lexicallydistinct,
dist-ilia1236,ilia1236,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ilia1236,ilia1236,repl_hand,yes,repl_hand-yes,
repl_five-ilia1236,ilia1236,repl_five,no,repl_five-no,
hand_replacement-ilia1236,ilia1236,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-west2555,west2555,colex,lexically distinct,colex-lexicallydistinct,
dist-west2555,west2555,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-west2555,west2555,repl_hand,yes,repl_hand-yes,
repl_five-west2555,west2555,repl_five,no,repl_five-no,
hand_replacement-west2555,west2555,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-cota1241,cota1241,colex,lexically distinct,colex-lexicallydistinct,
dist-cota1241,cota1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cota1241,cota1241,repl_hand,yes,repl_hand-yes,
repl_five-cota1241,cota1241,repl_five,no,repl_five-no,
hand_replacement-cota1241,cota1241,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-sara1327,sara1327,colex,lexically distinct,colex-lexicallydistinct,
dist-sara1327,sara1327,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sara1327,sara1327,repl_hand,yes,repl_hand-yes,
repl_five-sara1327,sara1327,repl_five,no,repl_five-no,
hand_replacement-sara1327,sara1327,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-taga1272,taga1272,colex,unknown,colex-unknown,
repl_hand-taga1272,taga1272,repl_hand,unknown,repl_hand-unknown,
repl_five-taga1272,taga1272,repl_five,no,repl_five-no,
colex-cent2089,cent2089,colex,lexically distinct,colex-lexicallydistinct,
dist-cent2089,cent2089,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cent2089,cent2089,repl_hand,yes,repl_hand-yes,
repl_five-cent2089,cent2089,repl_five,no,repl_five-no,
hand_replacement-cent2089,cent2089,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-east2694,east2694,colex,unknown,colex-unknown,
repl_hand-east2694,east2694,repl_hand,unknown,repl_hand-unknown,
repl_five-east2694,east2694,repl_five,no,repl_five-no,
colex-nort2885,nort2885,colex,unknown,colex-unknown,
repl_hand-nort2885,nort2885,repl_hand,unknown,repl_hand-unknown,
repl_five-nort2885,nort2885,repl_five,no,repl_five-no,
colex-lapu1236,lapu1236,colex,unknown,colex-unknown,
repl_hand-lapu1236,lapu1236,repl_hand,unknown,repl_hand-unknown,
repl_five-lapu1236,lapu1236,repl_five,no,repl_five-no,
colex-koli1253,koli1253,colex,unknown,colex-unknown,
repl_hand-koli1253,koli1253,repl_hand,unknown,repl_hand-unknown,
repl_five-koli1253,koli1253,repl_five,no,repl_five-no,
colex-west2557,west2557,colex,lexically distinct,colex-lexicallydistinct,
dist-west2557,west2557,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-west2557,west2557,repl_hand,yes,repl_hand-yes,
repl_five-west2557,west2557,repl_five,no,repl_five-no,
hand_replacement-west2557,west2557,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-bata1301,bata1301,colex,partial colexification,colex-partialcolexification,
repl_hand-bata1301,bata1301,repl_hand,no,repl_hand-no,
repl_five-bata1301,bata1301,repl_five,no,repl_five-no,
colex-cent2090,cent2090,colex,partial colexification,colex-partialcolexification,
repl_hand-cent2090,cent2090,repl_hand,no,repl_hand-no,
repl_five-cent2090,cent2090,repl_five,no,repl_five-no,
colex-tagb1258,tagb1258,colex,unknown,colex-unknown,
repl_hand-tagb1258,tagb1258,repl_hand,unknown,repl_hand-unknown,
repl_five-tagb1258,tagb1258,repl_five,no,repl_five-no,
colex-molb1237,molb1237,colex,unknown,colex-unknown,
repl_hand-molb1237,molb1237,repl_hand,unknown,repl_hand-unknown,
repl_five-molb1237,molb1237,repl_five,no,repl_five-no,
colex-broo1239,broo1239,colex,unknown,colex-unknown,
repl_hand-broo1239,broo1239,repl_hand,unknown,repl_hand-unknown,
repl_five-broo1239,broo1239,repl_five,no,repl_five-no,
colex-sout2916,sout2916,colex,partial colexification,colex-partialcolexification,
repl_hand-sout2916,sout2916,repl_hand,no,repl_hand-no,
repl_five-sout2916,sout2916,repl_five,no,repl_five-no,
colex-cent2091,cent2091,colex,unknown,colex-unknown,
repl_hand-cent2091,cent2091,repl_hand,unknown,repl_hand-unknown,
repl_five-cent2091,cent2091,repl_five,no,repl_five-no,
colex-taut1234,taut1234,colex,unknown,colex-unknown,
repl_hand-taut1234,taut1234,repl_hand,unknown,repl_hand-unknown,
repl_five-taut1234,taut1234,repl_five,no,repl_five-no,
colex-iran1262,iran1262,colex,full colexification,colex-fullcolexification,
repl_hand-iran1262,iran1262,repl_hand,no,repl_hand-no,
repl_five-iran1262,iran1262,repl_five,no,repl_five-no,
colex-magu1243,magu1243,colex,full colexification,colex-fullcolexification,
repl_hand-magu1243,magu1243,repl_hand,no,repl_hand-no,
repl_five-magu1243,magu1243,repl_five,no,repl_five-no,
colex-mara1404,mara1404,colex,full colexification,colex-fullcolexification,
repl_hand-mara1404,mara1404,repl_hand,no,repl_hand-no,
repl_five-mara1404,mara1404,repl_five,no,repl_five-no,
colex-mong1342,mong1342,colex,full colexification,colex-fullcolexification,
repl_hand-mong1342,mong1342,repl_hand,no,repl_hand-no,
repl_five-mong1342,mong1342,repl_five,no,repl_five-no,
colex-pono1240,pono1240,colex,unknown,colex-unknown,
repl_hand-pono1240,pono1240,repl_hand,unknown,repl_hand-unknown,
repl_five-pono1240,pono1240,repl_five,no,repl_five-no,
colex-bint1245,bint1245,colex,unknown,colex-unknown,
repl_hand-bint1245,bint1245,repl_hand,unknown,repl_hand-unknown,
repl_five-bint1245,bint1245,repl_five,no,repl_five-no,
colex-bola1252,bola1252,colex,unknown,colex-unknown,
repl_hand-bola1252,bola1252,repl_hand,unknown,repl_hand-unknown,
repl_five-bola1252,bola1252,repl_five,no,repl_five-no,
colex-buol1237,buol1237,colex,full colexification,colex-fullcolexification,
repl_hand-buol1237,buol1237,repl_hand,no,repl_hand-no,
repl_five-buol1237,buol1237,repl_five,no,repl_five-no,
colex-goro1259,goro1259,colex,lexically distinct,colex-lexicallydistinct,
dist-goro1259,goro1259,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-goro1259,goro1259,repl_hand,yes,repl_hand-yes,
repl_five-goro1259,goro1259,repl_five,no,repl_five-no,
hand_replacement-goro1259,goro1259,hand_replacement,"PAN *kuSkuS ‘claw, talon, fingernail’",hand_replacement-partofthearm,
colex-kaid1239,kaid1239,colex,full colexification,colex-fullcolexification,
repl_hand-kaid1239,kaid1239,repl_hand,no,repl_hand-no,
repl_five-kaid1239,kaid1239,repl_five,no,repl_five-no,
colex-lola1250,lola1250,colex,unknown,colex-unknown,
repl_hand-lola1250,lola1250,repl_hand,unknown,repl_hand-unknown,
repl_five-lola1250,lola1250,repl_five,no,repl_five-no,
colex-suwa1241,suwa1241,colex,unknown,colex-unknown,
repl_hand-suwa1241,suwa1241,repl_hand,unknown,repl_hand-unknown,
repl_five-suwa1241,suwa1241,repl_five,no,repl_five-no,
colex-alan1249,alan1249,colex,lexically distinct,colex-lexicallydistinct,
dist-alan1249,alan1249,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-alan1249,alan1249,repl_hand,yes,repl_hand-yes,
repl_five-alan1249,alan1249,repl_five,no,repl_five-no,
hand_replacement-alan1249,alan1249,hand_replacement,"PPH *dalukap ‘palm of the hand, sole of the foot’",hand_replacement-partofthearm,
colex-iray1237,iray1237,colex,lexically distinct,colex-lexicallydistinct,
dist-iray1237,iray1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-iray1237,iray1237,repl_hand,yes,repl_hand-yes,
repl_five-iray1237,iray1237,repl_five,no,repl_five-no,
hand_replacement-iray1237,iray1237,hand_replacement,"PPH *dalukap ‘palm of the hand, sole of the foot’",hand_replacement-partofthearm,
colex-tady1237,tady1237,colex,lexically distinct,colex-lexicallydistinct,
dist-tady1237,tady1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tady1237,tady1237,repl_hand,yes,repl_hand-yes,
repl_five-tady1237,tady1237,repl_five,no,repl_five-no,
hand_replacement-tady1237,tady1237,hand_replacement,"PPH *dalukap ‘palm of the hand, sole of the foot’",hand_replacement-partofthearm,
colex-cala1258,cala1258,colex,partial colexification,colex-partialcolexification,
