ID,Language_ID,Parameter_ID,Form,Segments,Comment,Contribution_ID,Glottocode_in_dataset,Language_name_in_dataset
mano1275-hand,mano1275,hand,lim,,,lexirumah,mano1275,Manombai
lola1248-five,lola1248,five,'lima,,,chan2019,lola1248,"Lola Maluku, Indonesia"
mari1430-five,mari1430,five,lem,,,chan2019,mari1430,"Mariri Maluku, Indonesia"
batu1258-five,batu1258,five,lim,,,abvd,batu1258,Batuley
batu1258-hand,batu1258,hand,lim,,,lexirumah,batu1258,Batuley
ujir1237-five,ujir1237,five,lima,,,abvd,ujir1237,Ujir (Schapper)
ujir1237-hand,ujir1237,hand,lima,,,abvd,ujir1237,Ujir (N.Aru)
komp1237-five,komp1237,five,'lima,,,chan2019,komp1237,"Kompane, Maluku, Indonesia"
kola1285-five,kola1285,five,lima,,,abvd,kola1285,Kola
kola1285-hand,kola1285,hand,lima,,,abvd,kola1285,Kola
pala1344-five,pala1344,five,kleim,,,abvd,pala1344,Palauan
pala1344-hand,pala1344,hand,chim,,,abvd,pala1344,Palauan
cham1312-five,cham1312,five,lima,,,abvd,cham1312,Chamorro
cham1312-hand,cham1312,hand,kannai,,,abvd,cham1312,Chamorro
buli1255-five,buli1255,five,lim,,,barlowpacific,buli1255,Buli
buli1255-hand,buli1255,hand,kakamo,,,abvd,buli1255,Buli
maba1278-five,maba1278,five,lim,,,barlowpacific,maba1278,Maba
pata1260-five,pata1260,five,ailiem,,,barlowpacific,pata1260,Patani
sawa1247-five,sawa1247,five,lim,,,barlowpacific,sawa1247,Weda
sawa1247-hand,sawa1247,hand,fa+o,,,lexirumah,sawa1247,Sawai
east2440-five,east2440,five,p-lim,,,chan2019,east2440,"East Makian (Taba), Indonesia"
east2440-hand,east2440,hand,kamoʔ,,,abvd,east2440,East Makian
gane1237-five,gane1237,five,plim,,,barlowpacific,gane1237,Wosi
gane1237-hand,gane1237,hand,komu,,,abvd,gane1237,Gimán
gebe1237-five,gebe1237,five,pilim,,,chan2019,gebe1237,"Gebe, North Maluku, Indonesia"
gebe1237-hand,gebe1237,hand,kame,,,abvd,gebe1237,Minyaifuin (Gebe)
matb1237-five,matb1237,five,lim,,,barlowpacific,matb1237,Bahasa Tanah (Misool)
matb1237-hand,matb1237,hand,kanano,,,abvd,matb1237,Biga (Misool)
kawe1240-five,kawe1240,five,lim,,,barlowpacific,kawe1240,Kawei
lege1241-five,lege1241,five,lim,,,barlowpacific,lege1241,Sakabu
maya1282-five,maya1282,five,lim,,,barlowpacific,maya1282,Sailolof
wauy1237-five,wauy1237,five,lim,,,barlowpacific,wauy1237,Wauyai
waig1244-five,waig1244,five,lim,,,barlowpacific,waig1244,Amber
biga1238-five,biga1238,five,lim,,,barlowpacific,biga1238,Biga (Misool)
made1253-five,made1253,five,lim,,,barlowpacific,made1253,Radja-Ampat Saparan
asss1237-five,asss1237,five,lim,,,barlowpacific,asss1237,As
asss1237-hand,asss1237,hand,-npa,,,abvd,asss1237,As
biak1248-five,biak1248,five,rim,,,abvd,biak1248,Biak (Northern)
biak1248-hand,biak1248,hand,rwa,,,abvd,biak1248,Numfor
roon1237-five,roon1237,five,rim,,,abvd,roon1237,Roon
roon1237-hand,roon1237,hand,vara,,,abvd,roon1237,Roon
dusn1237-five,dusn1237,five,rimbi,,,barlowpacific,dusn1237,Dusnir
meos1237-five,meos1237,five,rim,,,chan2019,meos1237,"Meoswar, Papua, Indonesia"
yaur1239-five,yaur1239,five,breiare,,,barlowpacific,yaur1239,Jaur
ires1239-five,ires1239,five,rima,,,barlowpacific,ires1239,Irésim
yere1243-five,yere1243,five,matehi,,,chan2019,yere1243,"Umar (Yeretuar), Papua, Indonesia"
amba1265-five,amba1265,five,riŋ,,,abvd,amba1265,Ambai (Yapen)
amba1265-hand,amba1265,hand,waraŋ,,,abvd,amba1265,Ambai (Yapen)
ansu1237-five,ansu1237,five,riŋ,,,chan2019,ansu1237,"Ansus, Papua, Indonesia"
ansu1237-hand,ansu1237,hand,warang,,,abvd,ansu1237,Ansus
mara1397-five,mara1397,five,riŋ,,,chan2019,mara1397,"Marau, Papua, Indonesia"
wand1267-five,wand1267,five,rim,,,barlowpacific,wand1267,wandamen - yakati (village)
wand1267-hand,wand1267,hand,vara,,,abvd,wand1267,Windesi Wandamen
woii1237-five,woii1237,five,diŋ,,,chan2019,woii1237,"Wooi, Papua, Indonesia"
mung1269-five,mung1269,five,bo-riŋ,,,chan2019,mung1269,"Munggui, Papua, Indonesia"
papu1251-five,papu1251,five,bo-riŋ,,,chan2019,papu1251,"Papuma, Papua, Indonesia"
pomm1237-five,pomm1237,five,ri(m),,,barlowpacific,pomm1237,Pom
pomm1237-hand,pomm1237,hand,waran,,,abvd,pomm1237,Pom
busa1254-five,busa1254,five,riŋ,,,chan2019,busa1254,"Busami, Papua, Indonesia"
seru1244-five,seru1244,five,riŋ,,,chan2019,seru1244,"Serui-Laut, Papua, Indonesia"
kuru1305-five,kuru1305,five,boverim,,,chan2019,kuru1305,"Kurudu, Papua, Indonesia"
wabo1240-five,wabo1240,five,weriŋ,,,chan2019,wabo1240,"Wabo, Papua, Indonesia"
tand1253-five,tand1253,five,marasi,,,barlowpacific,tand1253,Tandia
morm1235-five,morm1235,five,rimo,,,barlowpacific,morm1235,Mohr
morm1235-hand,morm1235,hand,vére,,,abvd,morm1235,Mor
waro1242-five,waro1242,five,rimo,,,abvd,waro1242,Waropen
waro1242-hand,waro1242,hand,baha,,,abvd,waro1242,Waropen
ware1253-five,ware1253,five,rinti,,,lexirumah,ware1253,Warembori
ware1253-hand,ware1253,hand,ke+βera+ro,,,lexirumah,ware1253,Warembori
pauw1243-five,pauw1243,five,bĕri̱e̱ms,,,barlowpacific,pauw1243,Pauwe und Busumassi
yoke1238-five,yoke1238,five,biarimsi,,,chan2019,yoke1238,"Yoke, Papua, Indonesia"
ngul1236-hand,ngul1236,hand,pan,,,abvd,ngul1236,Nguluwan
yape1248-five,yape1248,five,lal',,,abvd,yape1248,Yapese
yape1248-hand,yape1248,hand,paaq,,,abvd,yape1248,Yapese
tobi1238-five,tobi1238,five,rimou,,,chan2019,tobi1238,"Tobian (Hatohobei), Palau"
tobi1238-hand,tobi1238,hand,humwots,,,abvd,tobi1238,"Tobian, Hatohobeian, Ramari Hatohobei"
sons1242-five,sons1242,five,lim,,,abvd,sons1243,"Ambrym, Southeast (Toak)"
sons1242-hand,sons1242,hand,paaú,,,abvd,pulo1240,Pulo-Annan
ulit1238-five,ulit1238,five,lɪmou,,,chan2019,ulit1238,"Ulithian, F.S. of Micronesia"
ulit1238-hand,ulit1238,hand,pa,,,abvd,ulit1238,Ulithian
mapi1250-five,mapi1250,five,lĕmó,,,barlowpacific,mapi1250,Mapia
wole1240-five,wole1240,five,lima-,,,abvd,wole1240,Woleaian
wole1240-hand,wole1240,hand,paaú,,,abvd,wole1240,Woleaian
sata1237-five,sata1237,five,nima,,,chan2019,sata1237,"Satawalese, FSM"
sata1237-hand,sata1237,hand,paay,,,abvd,sata1237,Satawalese
namo1247-five,namo1247,five,lɨmʷˠow,,,chan2019,namo1247,"Namonuito, FSM"
paaf1237-five,paaf1237,five,lɨmʷˠow,,,chan2019,paaf1237,"Pááféng (Pááfang), FSM"
tana1281-five,tana1281,five,lima-,,,abvd,tana1281,Saipan Carolinian Tanapag
tana1281-hand,tana1281,hand,gumwuʀ,,,abvd,tana1281,Saipan Carolinian Tanapag
caro1242-five,caro1242,five,lima,,,chan2019,caro1242,"Carolinian, Saipan Island, FSM"
caro1242-hand,caro1242,hand,payú-,,,abvd,caro1242,Saipan Carolinian
pulu1242-five,pulu1242,five,lime,,,abvd,pulu1242,Puluwatese
pulu1242-hand,pulu1242,hand,paaw,,,abvd,pulu1242,Puluwatese
chuu1238-five,chuu1238,five,nima-,,,abvd,chuu1238,Chuukese
chuu1238-hand,chuu1238,hand,péwú-,,,abvd,chuu1238,Chuukese
mort1237-five,mort1237,five,lima-,,,abvd,mort1237,Mortlockese
mort1237-hand,mort1237,hand,paʉ-,,,abvd,mort1237,Mortlockese (Lukunosh)
pohn1238-five,pohn1238,five,limɛ-ysɛk,,,abvd,pohn1238,Ponapean
pohn1238-hand,pohn1238,hand,lime,,,abvd,pohn1238,Ponapean
moki1238-five,moki1238,five,-lim,,,abvd,moki1238,Mokilese
moki1238-hand,moki1238,hand,pɔɔ,,,abvd,moki1238,Mokilese
ping1243-five,ping1243,five,limau,,,abvd,ping1243,Pingilapese
ping1243-hand,ping1243,hand,pe,,,abvd,ping1243,Pingilapese
mars1254-five,mars1254,five,lima-,,,abvd,mars1254,Marshallese
mars1254-hand,mars1254,hand,peyi-,,,abvd,mars1254,Marshallese
gilb1244-five,gilb1244,five,nima-,,,abvd,gilb1244,Kiribati
gilb1244-hand,gilb1244,hand,bái,,,abvd,gilb1244,Kiribati
kosr1238-five,kosr1238,five,lime-,,,abvd,kosr1238,Kusaie
kosr1238-hand,kosr1238,hand,paho,,,abvd,kosr1238,Kusaie
naur1243-five,naur1243,five,eːjimo,,,chan2019,naur1243,"Nauruan, Nauru"
naur1243-hand,naur1243,hand,e-bee,,,abvd,naur1243,Nauru
kani1283-five,kani1283,five,himiab,,,barlowpacific,kani1283,"Kaniet Islands, Dempwolff (1905)"
kani1282-five,kani1282,five,mia,,,abvd,kani1282,Kaniet
kani1282-hand,kani1282,hand,pani-m,,,abvd,kani1282,Kaniet
seim1238-five,seim1238,five,te-panim,,,barlowpacific,seim1238,Seimat
seim1238-hand,seim1238,hand,mina-n,,,abvd,seim1238,Seimat
wuvu1239-five,wuvu1239,five,aipani,,,chan2019,wuvu1239,"Wuvulu, Papua New Guinea"
wuvu1239-hand,wuvu1239,hand,pani,,,abvd,wuvu1240,Wuvulu
herm1237-five,herm1237,five,liːmep,,,abvd,herm1237,Lup
herm1237-hand,herm1237,hand,nime-k,,,abvd,herm1237,Lup
bipi1237-five,bipi1237,five,liːme,,,abvd,bipi1237,Bipi
bipi1237-hand,bipi1237,hand,liːmew,,,abvd,bipi1237,Bipi
nyin1250-five,nyin1250,five,lime-h,,,abvd,nyin1250,Nyindrou
nyin1250-hand,nyin1250,hand,lime-,,,abvd,nyin1250,Nyindrou
sori1242-five,sori1242,five,limep,,,abvd,sori1242,Sori
sori1242-hand,sori1242,hand,nime-m,,,abvd,sori1242,Sori
liku1243-five,liku1243,five,lime,,,barlowpacific,liku1243,Likum (from SIL word list)
liku1243-hand,liku1243,hand,lime-n,,,abvd,liku1243,Likum
kheh1237-five,kheh1237,five,liːme,,,abvd,kheh1237,Lebei
kheh1237-hand,kheh1237,hand,liːme,,,abvd,kheh1237,Lebei
mond1265-five,mond1265,five,limeh,,,barlowpacific,mond1265,Mondropolon
tulu1259-five,tulu1259,five,limiah,,,barlowpacific,tulu1259,Bohuai (from CSQs)
tulu1259-hand,tulu1259,hand,gabweːm,,,abvd,tulu1259,Tulu
pona1250-five,pona1250,five,limef,,,abvd,pona1250,Ponam
pona1250-hand,pona1250,hand,lime-k,,,abvd,pona1250,Ponam
kurt1250-five,kurt1250,five,limweh,,,barlowpacific,kurt1250,Kuruti
kele1258-five,kele1258,five,limweh,,,barlowpacific,kele1258,Kele
kele1258-hand,kele1258,hand,leme-n,,,abvd,kele1258,Bujan
eree1241-five,eree1241,five,limo,,,barlowpacific,eree1241,Ere-Lele-Gele'-Kuruti (Ere dialect)
andr1248-five,andr1248,five,limeh,,,barlowpacific,andr1248,Ahus
andr1248-hand,andr1248,hand,lime-m,,,abvd,andr1248,Andra
leip1237-five,leip1237,five,(ma)limeh,,,barlowpacific,leip1237,Leipon
leip1237-hand,leip1237,hand,nimu-,,,abvd,leip1237,Pitilu
bowa1234-five,bowa1234,five,lima,,,barlowpacific,bowa1234,Usiai
bowa1234-hand,bowa1234,hand,kope-,,,abvd,papi1254,Papitalai
lele1270-five,lele1270,five,malimah,,,chan2019,lele1270,"Lele, Papua New Guinea"
tita1241-five,tita1241,five,lima,,,abvd,tita1241,Sivisa Titan
tita1241-hand,tita1241,hand,lima,,,abvd,tita1241,Sivisa Titan
nali1245-five,nali1245,five,yimah,,,chan2019,nali1245,"Nali, Manus, Papua New Guinea"
nali1245-hand,nali1245,hand,jiːmo-n,,,abvd,nali1245,Jiriw
loni1238-five,loni1238,five,limeh,,,barlowpacific,loni1238,Loniu (from SIL word list: 1974)
loni1238-hand,loni1238,hand,nime-n,,,abvd,loni1238,Loniu
moke1240-five,moke1240,five,malimeh,,,barlowpacific,moke1240,Mokerang (Mokereng village)
moke1240-hand,moke1240,hand,nime-n,,,abvd,moke1240,Mokaren
pakt1239-five,pakt1239,five,nuron,,,barlowpacific,pakt1239,Pak
pakt1239-hand,pakt1239,hand,mine-k,,,abvd,pakt1239,Pak
louu1245-five,louu1245,five,ŋuran,,,abvd,louu1245,Lou
louu1245-hand,louu1245,hand,mina-,,,abvd,louu1245,Lou
balu1257-five,balu1257,five,ŋuːnan,,,abvd,balu1257,Baluan
balu1257-hand,balu1257,hand,min-,,,barlowpacific,balu1257,Baluan-Lou-Pam (Baluan dialect)
lenk1247-five,lenk1247,five,ŋuran,,,barlowpacific,lenk1247,Lenkau
penc1239-five,penc1239,five,rurin,,,barlowpacific,penc1239,Penchal
naun1237-five,naun1237,five,tutən,,,barlowpacific,naun1237,Nauna
naun1237-hand,naun1237,hand,min,,,abvd,naun1237,Nauna
muss1246-five,muss1246,five,lima,,,abvd,muss1248,Mussau
muss1246-hand,muss1246,hand,nima-,,,abvd,muss1248,Mussau
teni1244-five,teni1244,five,'ɣɑlimɑ,,,chan2019,teni1244,"Tenis, Papua New Guinea"
liki1241-five,liki1241,five,lim,,,chan2019,liki1241,"Liki, Papua, Indonesia"
sobe1238-five,sobe1238,five,dim,,,chan2019,sobe1238,"Sobei, Papua, Indonesia"
sobe1238-hand,sobe1238,hand,imi-m,,,abvd,sobe1238,Sobei
wakd1237-five,wakd1237,five,lim,,,barlowpacific,wakd1237,Sobei-groep Wakde
masi1265-five,masi1265,five,rim,,,barlowpacific,masi1265,Masimasi
yamn1237-five,yamn1237,five,rim,,,barlowpacific,yamn1237,Sobei-groep Jamna
anus1237-five,anus1237,five,arim,,,chan2019,anus1237,"Anus, Papua, Indonesia"
bong1287-five,bong1287,five,rim,,,barlowpacific,bong1287,Bonggo
tarp1240-five,tarp1240,five,rim,,,barlowpacific,tarp1240,Tarfia
tarp1240-hand,tarp1240,hand,mi-,,,abvd,tarp1240,Tarpia
ormu1248-five,ormu1248,five,aruratima,,,barlowpacific,ormu1248,Ormu
kayu1243-five,kayu1243,five,mənema,,,barlowpacific,kayu1243,Kajupulau
kayu1243-hand,kayu1243,hand,ia-,,,abvd,kayu1243,Kayupulau [Kajupulau]
toba1266-five,toba1266,five,mə'niʌm,,,chan2019,toba1266,"Tobati (Yotafa), Papua, Indonesia"
