Language_name	Language_ID	Glottocode	Language_level_glottocode	Parameter_ID	Form	Comment	Cognacy	Dataset	Source	Pages	Ultimate_source	Language_comment
Alorese, Dulolong	alor1247-dulol	alor1247	alor1247	five	lema			lexirumah	sulistyono18			long/double segments (both vowels and consonants) may be contrastive but are underrepresented in the orthography column
Alorese, Helandohi	alor1247-helan	alor1247	alor1247	five	lema			lexirumah	sulistyono18			long/double segments (both vowels and consonants) may be contrastive but are underrepresented in the orthography column
Alorese, Kecil	alor1247-kecil	alor1247	alor1247	five	lema			lexirumah	sulistyono18			long/double segments (both vowels and consonants) may be contrastive but are underrepresented in the orthography column
Alorese, Marica	alor1247-maric	alor1247	alor1247	five	lema			lexirumah	sulistyono18			long/double segments (both vowels and consonants) may be contrastive but are underrepresented in the orthography column
Alorese, Munaseli	alor1247-munas	alor1247	alor1247	five	lɛma			lexirumah	moro16			
Alorese, Pandai	alor1247-pandai	alor1247	alor1247	five	lɛma			lexirumah	moro16			
Alorese, Ternate	alor1247-terna	alor1247	alor1247	five	lema			lexirumah	sulistyono18			long/double segments (both vowels and consonants) may be contrastive but are underrepresented in the orthography column
Alorese, Wailawar	alor1247-waila	alor1247	alor1247	five	lema			lexirumah	sulistyono18			long/double segments (both vowels and consonants) may be contrastive but are underrepresented in the orthography column
Alorese, Baranusa	alor1247-baran	alor1247	alor1247	hand	limaŋ_kaˈlumak			lexirumah	klamer03			
Alorese, Alor-Besar	alor1247-besar	alor1247	alor1247	hand	limaŋ			lexirumah	moro16			
Alorese, Munaseli	alor1247-munas	alor1247	alor1247	hand	limaŋ			lexirumah	moro16			
Alorese, Munaseli	alor1247-munas	alor1247	alor1247	hand	limaʔ	hand (1SG)		lexirumah	moro16			
Alorese, Pandai	alor1247-pandai	alor1247	alor1247	hand	limaŋ			lexirumah	moro16			
Murnaten (Alune)	80	alun1238	alun1238	five	lima		1	abvd	Collins-80-2005		Jim Collins	
Alune	199	alun1238	alun1238	five	lima		1	abvd	Florey-199-2005		Margaret Florey	Recorded in Lohiasapalewa, Lohiatala, Seram Island
Alune: Seram	alun1238-1	alun1238	alun1238	five	Lima			barlowpacific	Stokhof1981Vol3.2	p.187		
Alune, Maluku, Indonesia	alun1238-1	alun1238	alun1238	five	lima			chan2019	Alune.htm		Dr. Margaret Florey, Linguistics Program. School of Languages, Cultures and Linguistics. Monash University, Victoria, Australia, July 5, 2008.	Alune has a decimal system of counting.
Sapolewa (Soow Kwélé oeloei) (Upper Sapolewa): Seram	alun1238-2	alun1238	alun1238	five	lima			barlowpacific	Stokhof1981Vol3.2	p.203		
Alune, Maluku, Indonesia	alun1238-2	alun1238	alun1238	five	lima			chan2019	Alune.htm		Mr. & Mrs. Yushin & Takako Taguchi, SIL International, May 28, 1998.	Alune has a decimal system of counting.
Murnaten (Alune)	80	alun1238	alun1238	hand	bala-		6	abvd	Collins-80-2005		Jim Collins	
Alune	199	alun1238	alun1238	hand	bala		6	abvd	Florey-199-2005		Margaret Florey	Recorded in Lohiasapalewa, Lohiatala, Seram Island
Amahai	358	amah1245	amah1245	five	rima		1	abvd	Florey-358-2005		Margaret Florey	"Recorded in Rutah village with Bpk Haji Nasrum Latarissa and Bpk Abubakar Latarissa. Note that people in the 5 villages in which this language is spoken do not recognise ""Amahai"" as the language name. There is no unified name for the language."
Amahai, Soahuku, Makariki: Seram	amah1245-1	amah1245	amah1245	five	Rima			barlowpacific	Stokhof1981Vol3.2	p.13		
Amahai (Kouro), Maluku, Indonesia	amah1245-1	amah1245	amah1245	five	rima			chan2019	Amahai-Kouro.htm		Dr. Margaret Florey, Linguistics Program. School of Languages, Cultures and Linguistics. Monash University. Victoria 3800. Australia, July 5, 2008.	Amahai or Kouro has a decimal system. Kouro is a seriously endangered language with only 50 speakers.
Amahai: Seram	amah1245-2	amah1245	amah1245	five	rima			barlowpacific	Stokhof1981Vol3.2	p.48		
Amahai: Seram (mentioned in JB 1939)	amah1245-3	amah1245	amah1245	five	rima			barlowpacific	Stokhof1981Vol3.2	p.32		
Amahai	358	amah1245	amah1245	hand	rima		1,64	abvd	Florey-358-2005		Margaret Florey	"Recorded in Rutah village with Bpk Haji Nasrum Latarissa and Bpk Abubakar Latarissa. Note that people in the 5 villages in which this language is spoken do not recognise ""Amahai"" as the language name. There is no unified name for the language."
Amara, Papua New Guinea	amar1272-1	amar1272	amar1272	five	lume			chan2019	Amara-Longa.htm		Dr. Bill Thurston, Department of Anthropology, Okanagan College, Kelowna, B.C., Canada, November 10, 1997.	Amara or Bibling has a quinary counting system. The formation for 60, 70, 80, 90 are formed by 50 plus 10, 20, 30, 40, respectively.
Amara	285	amar1272	amar1272	hand	lume		1,64	abvd	100250		Thurston (1996)	Thurston, W.R. (1996). Amara: An Austronesian language of Northwestern New Britain. In Ross, M.D. Studies in Languages of New Britain and New Ireland. Canberra: Pacific Linguistics
Amarasi, Timor, Indonesia	amar1273-1	amar1273	amar1273	five	niːm			chan2019	Amarasi.htm		Dr. Charles E. Grimes and Mr. Heronimus Bani. SIL International. October 14, 2010.	There are methesis phenomena for numbers 3 'teun'> tenu; 6 'nee' > 'ənəm', metathesis and lose final consonant; 7 'hiut'>, p>/h/ː, and 8 'faun' > w>/f/.
Amarasi, Timor, Indonesia	amar1273-1	amar1273	amar1273	five	nima			chan2019	Amarasi.htm		Dr. Charles E. Grimes and Mr. Heronimus Bani. SIL International. October 14, 2010.	There are methesis phenomena for numbers 3 'teun'> tenu; 6 'nee' > 'ənəm', metathesis and lose final consonant; 7 'hiut'>, p>/h/ː, and 8 'faun' > w>/f/.
Kotos Amarasi	koto1251	koto1251	amar1273	five	nima			lexirumah	edwardsbani17			
Ro'is Amarasi	rois1241	rois1241	amar1273	five	nima			lexirumah	edwards17-Rois			Ro'is Amarasi has productive process of diphthongisation of penultimate syllables when the nucleus of the final syllable is not /a/ and is closed by a consonant other than the glottal stop. Thus for instance, compare Kotos Amarasi /manus/ ‘betel vine’ with Ro'is /maunus/. Such diphthongs are marked with the tie-bar, as phonetically (and phonemically) the word remains two syllables. Final /a/ usually undergoes assimilation in final syllables (except when the final consonant is the glottal stop).
Ro'is Amarasi	rois1241	rois1241	amar1273	hand	nimi+f			lexirumah	edwards17-Rois			Ro'is Amarasi has productive process of diphthongisation of penultimate syllables when the nucleus of the final syllable is not /a/ and is closed by a consonant other than the glottal stop. Thus for instance, compare Kotos Amarasi /manus/ ‘betel vine’ with Ro'is /maunus/. Such diphthongs are marked with the tie-bar, as phonetically (and phonemically) the word remains two syllables. Final /a/ usually undergoes assimilation in final syllables (except when the final consonant is the glottal stop).
Ambai (Yapen)	40	amba1265	amba1265	five	riŋ		1	abvd	GraceNB		Blust, from Grace Notebooks	Ambai (Yapen) = Menawi / Kandewaia
Ambai	amba1265-1	amba1265	amba1265	five	bori(n)			barlowpacific	Galis1955	p.141		
Ambai, Papua, Indonesia	amba1265-1	amba1265	amba1265	five	riŋ			chan2019	Ambai.htm		Mr. David S. Price, SIL International, Indonesia, May 24, 1994.	Ambai has a vigesimal system. The word ''pia-rei'' is derived from ''one man''. There are two forms from one to four used for inanimate and animate nouns respectively.
Ambai (Japen)	amba1265-2	amba1265	amba1265	five	ri·ŋ			barlowpacific	Grace1955pdf49	p.77		
Ambai (Yapen)	40	amba1265	amba1265	hand	waraŋ		16	abvd	GraceNB		Blust, from Grace Notebooks	Ambai (Yapen) = Menawi / Kandewaia
Nembao	352	amba1266	amba1266	five	hāŋi	five		abvd	85830;314442		Tryon & Hackman (1983) and Cashmore (1972)	"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification. 


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate."
Amba (Nembao), Solomon Is	amba1266-1	amba1266	amba1266	five	haːŋi			chan2019	Nemboa-Amba.htm		Dr. Brenda H. Boerger and Mr. Patterson Bagira, Solomon Islands Translation Advisory Group/SIL International, April 27, 1998.	Nemboa or Amba has a decimal system, there are two alternative terms for numerals from 10 to 90. Note that the [ n̥ ], sometime spelt as ''hn'' is a voiceless or devoiced nasal.
Nembao	352	amba1266	amba1266	hand	mbiɔ	arm		abvd	85830;314442		Tryon & Hackman (1983) and Cashmore (1972)	"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.


Cashmore, C. (1972) Vocabularies of the Santa Cruz Islands, British Solomon Islands Protectorate."
Ambala Ayta, Philippines	aben1249-2	aben1249	amba1267	five	lima			chan2019	Ayta-Ambala.htm		Anonymous contributor	Ambala Ayta has a decimal system. The compound numbers 11 to 19 similar to those of Tagalog. It's not sure if the linker for the compound numbers 21 to 29 is boy'.
Ayta Ambala	1263	amba1267	amba1267	hand	gamɨt		21	abvd	150458		Stone (2008)	Stone, Roger. 2008. The Sambalic languages of Central Luzon. Studies in Philippine languages and cultures 19. 158-183.
Ambelau: Buru	ambe1248-1	ambe1248	ambe1248	five	Līmà			barlowpacific	Stokhof1982Vol3.4	p.59		
Ambelau, Maluku, Indonesia	ambe1248-1	ambe1248	ambe1248	five	'lima			chan2019	Ambelau.htm		Mr. Russ Roski, SIL-Maluku, February 22, 1988. Taken from SIL linguistic survey list.	There are missing terms over ten for Ambelau numeral system.
Amblong	1042	ambl1237	ambl1237	five	mo-lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Amblong, Vanuatu	ambl1237-1	ambl1237	ambl1237	five	mo lima			chan2019	Amblong.htm		Mr. Jeff Batcock, SIL-International, Vanuatu, May 16, 2006.	Amblong has a quinary system of counting similar to that of Narango.
Amblong	1042	ambl1237	ambl1237	hand	farnum-luma-m		1, 64	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Ambon Malay	ambo1250-1	ambo1250	ambo1250	five	lima			barlowpacific	Paauw2009	p.190		
Ambon Maleis	ambo1250-2	ambo1250	ambo1250	five	lima			barlowpacific	Stokhof1982Vol3.3	pp.210-211		
Melayu Ambon	170	ambo1250	ambo1250	hand	taŋaŋ		18	abvd	Kakerissa-170-2005		Ot Kakerissa	
Ifugao, Amganad	419	amga1235	amga1235	five	li'ma		1	abvd	136553		S. Funnell & A. West in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Central Ifugao, Philippines	amga1235-1	amga1235	amga1235	five	li'ma			chan2019	Ifugao-Central.htm		Ms. Anne West, SIL International, Philippines, September, 1993, October 4, 2009.	"Central Ifugao or Amganad Ifugao has a decimal system. They use Spanish numbers after twenty often and have traditional tens for 40, 50, 60, 70, 80 and 90. Please not that word for 50 ""na'boŋle"" comes from the word for 50 bundles of rice. 25 bundles are duway dalan and 50 bundles are nabongle (root bongle)."
Ifugao, Amganad	419	amga1235	amga1235	hand	taʔ'le		30	abvd	136553		S. Funnell & A. West in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Amis (Central)	350	amis1246	amis1246	five	lima		1	abvd	Liu-350-2005		R. Blust, Dorinda Liu	[o] and [u] are allophonic variations in Amis.
Amis (Fata'an)	799	amis1246	amis1246	five	limaʔ		1	abvd	459321		Li (2004)	"Li, Paul Jen-kuei. 2004. ""Basic Vocabulary for Formosan Languages and Dialects."" In Li, Paul Jen-kuei. 2004. Selected Papers on Formosan Languages. Taipei, Taiwan: Institute of Linguistics, Academia Sinica."
Amis (Farang)	800	amis1246	amis1246	five	limaʔ		1	abvd	459321		Li (2004)	"Li, Paul Jen-kuei. 2004. ""Basic Vocabulary for Formosan Languages and Dialects."" In Li, Paul Jen-kuei. 2004. Selected Papers on Formosan Languages. Taipei, Taiwan: Institute of Linguistics, Academia Sinica."
Sakizaya	801	nata1254	amis1246	five	limaʔ		1	abvd	459321		Li (2004)	"Li, Paul Jen-kuei. 2004. ""Basic Vocabulary for Formosan Languages and Dialects."" In Li, Paul Jen-kuei. 2004. Selected Papers on Formosan Languages. Taipei, Taiwan: Institute of Linguistics, Academia Sinica."
Amis, Taiwan	amis1246-1	amis1246	amis1246	five	lima			chan2019	Amis.htm		Prof. Jing-lan Joy Wu, Department of English, National Taiwan Normal University, Taipei, Taiwan, December 9, 2013. Referenceː Tsuchida, Shigeru. 1988. Amis. In Takashi Kamei, Rokuro Kono, and Eiichi Chino (eds), The Sanseido Encyclopedia of Linguistics Vol. 1: Languages of the World, Part One, 447-449. Tokyo: Sanseido Press.	The above data are taken from Northern dialect of Amis. Amis has a typical decimal system found in most Western Austronesian languages. The data are converted to IPA symbols based on the speakers’ transcription/orthography. Notice that in Amis, the glottal stop before and after vowels are optionally transcribed, and vowels /u/ and /o/ are used as free variations and the the symbol [ʡ] is an epiglottal plosive. (1) According to Tsuchida (1988), there are five major dialects in Amis: Sakizaya (or Sakiraya), Northern (or Nanshi Amis), Tavalong-Vataan, Central, (Haian Amis and Hsiukulan Amis excluding Tavalong-Vataan) and Southern (Peinan Amis and Hengchun Amis). Sakizaya has been politically recognized as an independent language by the government of Taiwan, and hence, its data will not be listed in the table. Notice that Tsuchida’s classification is slightly different from the dialects officially recognized by the Taiwanese government, which are Northern, Central (including Tavalong-Vataan Amis and Hsiukulan Amis in Tsuchida’ classification), Haian, Malan (or Falangaw, roughly corresponding to Peinan Amis in Tsuchida’s classification), and Hengchun. The examples from Vataan are collected from Hui- Mei Lin, a native speaker of this dialect. The rest of the examples are cited from the 1000-word Vocabulary List published by the Council of Indigenous Peoples: 1229CD7C. However, I have made some corrections after double checking with the native speakers. The List published on-line still needs further proof-reading and revision. (2) Puluʡ/puloʡ/poloʡ or is used as “10” in serial counting, while mukətəp/muɁtəp /moɁətəp mukətəp/muɁtəp/moɁətəp moətəp also means “10” but is used in a non- serial counting contexts (i.e. as a modifier or a predicate). The speaker of Vataan only provides me muɁtəp here. I am not sure if it can be used in serial counting in this dialect. (3) Sabaw or safaw roughly means the “the decimal digit”. tu is the oblique case (4) ''a'' in 20 and other tens is a a linker. It shows up between a modifier and a noun. (5) “maləbut” or “ləfot” originally means “angry”. It is used metaphorically here as when one has to count up to 1000, one might get impatient and angry.
